ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Wong C.,Altmaier D.,182,82.0,312,783.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Gaston H.,Nishioka Y.,88,68.0,711,859.0,6.0,4.0,3.0,1.0,,,,,,,1.0,0.0,Retired
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Tirante T.A.,Cobolli F.,117,43.0,512,1280.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Fearnley J.,Bonzi B.,83,63.0,770,920.0,7.0,6.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Borges N.,51,42.0,1065,1280.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Halys Q.,Seyboth Wild T.,57,96.0,981,617.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Spizzirri E.,Harris B.,134,107.0,434,558.0,7.0,6.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Darderi L.,Martinez P.,61,40.0,945,1295.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-20,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Eubanks C.,114,104.0,529,563.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Hijikata R.,5,86.0,3860,752.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Bublik A.,13,80.0,3030,785.0,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Spizzirri E.,25,134.0,1860,434.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Carballes Baena R.,32,53.0,1500,1051.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Moutet C.,31,76.0,1555,814.0,5.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Lehecka J.,46,27.0,1230,1745.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Munar J.,Medvedev D.,56,8.0,992,3680.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Ugo Carabelli C.,Michelsen A.,65,33.0,870,1465.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Kyrgios N.,23,892.0,2000,20.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Halys Q.,16,57.0,2650,981.0,3.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Kecmanovic M.,6,48.0,3855,1161.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Cina F.,15,441.0,2745,105.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Tseng C.H.,10,115.0,3405,529.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Schoolkate T.,19,129.0,2415,450.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Davidovich Fokina A.,17,39.0,2485,1325.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Gaston H.,30,88.0,1580,711.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Bergs Z.,Rublev A.,51,9.0,1065,3440.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Fonseca J.,Humbert U.,60,20.0,955,2375.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Rune H.,114,12.0,529,3270.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Popyrin A.,71,26.0,851,1800.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Draper J.,54,7.0,1042,3800.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Walton A.,Darderi L.,89,61.0,666,945.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Mpetshi G.,37,29.0,1375,1656.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Tirante T.A.,28,117.0,1716,512.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Alcaraz C.,55,3.0,1003,6910.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Wong C.,Shelton B.,182,14.0,312,2980.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Muller A.,24,41.0,1925,1287.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Sonego L.,4,38.0,4900,1356.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Arnaldi M.,21,35.0,2310,1410.0,6.0,2.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-22,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Fearnley J.,2,83.0,7945,770.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Bu Y.,11,69.0,3335,855.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Diallo G.,18,87.0,2480,730.0,6.0,4.0,2.0,3.0,,,,,,,1.0,0.0,Retired
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Khachanov K.,15,23.0,2745,2000.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Musetti L.,Auger-Aliassime F.,16,19.0,2650,2415.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,Tsitsipas S.,25,10.0,1860,3405.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Nakashima B.,Goffin D.,32,55.0,1500,1003.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Ugo Carabelli C.,5,65.0,3860,870.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Munar J.,46,56.0,1230,992.0,7.0,5.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Fonseca J.,11,60.0,3335,955.0,5.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Berrettini M.,Bergs Z.,30,51.0,1580,1065.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Fils A.,Tiafoe F.,18,17.0,2480,2485.0,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Mensik J.,Safiullin R.,54,71.0,1042,851.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Shapovalov D.,4,28.0,4900,1716.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Machac T.,Opelka R.,21,114.0,2310,529.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Paul T.,24,13.0,1925,3030.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Tabilo A.,6,31.0,3855,1555.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Thompson J.,2,37.0,7945,1375.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-24,Masters 1000,Outdoor,Hard,3rd Round,3,Walton A.,Wong C.,89,182.0,666,312.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Nakashima B.,15,32.0,2745,1500.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Korda S.,Monfils G.,25,46.0,1860,1230.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,Ruud C.,24,6.0,1925,3855.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Musetti L.,5,16.0,3860,2650.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Berrettini M.,De Minaur A.,30,11.0,1580,3335.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Mensik J.,Machac T.,54,21.0,1042,2310.0,,,,,,,,,,,,,Walkover
18,Miami,Miami Open,2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Walton A.,4,89.0,4900,666.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-26,Masters 1000,Outdoor,Hard,4th Round,3,Fils A.,Zverev A.,18,2.0,2480,7945.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-26,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Cerundolo F.,15,24.0,2745,1925.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Korda S.,5,25.0,3860,1860.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,Berrettini M.,4,30.0,4900,1580.0,7.0,5.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed
18,Miami,Miami Open,2025-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mensik J.,Fils A.,54,18.0,1042,2480.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-28,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,5,15.0,3860,2745.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-28,Masters 1000,Outdoor,Hard,Semifinals,3,Mensik J.,Fritz T.,54,4.0,1042,4900.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Djere L.,61,78.0,925,791.0,6.0,1.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Jianu F.C.,Basavareddy N.,241,108.0,229,571.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Gasquet R.,Van De Zandschulp B.,148,88.0,386,730.0,4.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Brooksby J.,Daniel T.,507,124.0,77,478.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Ritschard A.,133,125.0,439,466.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Baadi T.,51,703.0,1051,40.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
18,Miami,Miami Open,2025-03-31,Masters 1000,Outdoor,Hard,The Final,3,Mensik J.,Djokovic N.,54,5.0,1042,3860.0,7.0,6.0,7.0,6.0,,,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Collignon R.,Fognini F.,92,99.0,644,607.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-03-31,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Vukic A.,102,76.0,582,808.0,7.0,5.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Smith C.,Duckworth J.,200,89.0,284,698.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Quinn E.,Thompson J.,130,35.0,456,1415.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Virtanen O.,Altmaier D.,135,83.0,430,763.0,6.0,2.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Walton A.,Mmoh M.,85,282.0,746,186.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Bellucci M.,Kotov P.,71,107.0,842,573.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Carreno Busta P.,Lalami Laaroussi Y.,110,1193.0,568,8.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Herbert P.,Coria F.,169,126.0,335,464.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Cerundolo J.M.,84,128.0,751,461.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,De Jong J.,Benchetrit E.,98,608.0,609,54.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Majchrzak K.,Munar J.,122,55.0,482,1029.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,McDonald M.,Galan D.E.,100,114.0,592,538.0,6.0,2.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Kovacevic A.,Etcheverry T.,79,44.0,780,1260.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,Vacherot V.,65,259.0,874,208.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Nardi L.,90,93.0,655,637.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Misolic F.,Shevchenko A.,232,105.0,235,578.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Albot R.,63,223.0,918,248.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Bautista Agut R.,Bu Y.,52,67.0,1049,873.0,3.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Hanfmann Y.,144,123.0,409,479.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Diallo G.,Tseng C.H.,81,101.0,770,587.0,7.0,6.0,7.0,,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Skatov T.,161,174.0,355,324.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Comesana F.,Klizan M.,64,316.0,890,165.0,4.0,6.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Tien L.,34,69.0,1445,865.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,Denolly C.,Holt B.,328,115.0,159,533.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-01,ATP250,Outdoor,Clay,1st Round,3,O Connell C.,Lajovic D.,87,109.0,735,570.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Cobolli F.,Gasquet R.,45,148.0,1260,386.0,6.0,4.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Smith C.,Quinn E.,200,130.0,284,456.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Brooksby J.,Tabilo A.,507,32.0,77,1575.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-02,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Krueger M.,66,141.0,873,416.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-02,ATP250,Outdoor,Clay,1st Round,3,Eubanks C.,Hijikata R.,117,82.0,515,769.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Comesana F.,Bautista Agut R.,64,52.0,890,1049.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Borges N.,Collignon R.,43,92.0,1265,644.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,1st Round,3,Kopriva V.,Gojo B.,106,414.0,576,116.0,2.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Muller A.,Dellien H.,41,102.0,1304,582.0,6.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Majchrzak K.,De Jong J.,122,98.0,482,609.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Virtanen O.,51,135.0,1051,430.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-02,ATP250,Outdoor,Clay,2nd Round,3,Misolic F.,Ugo Carabelli C.,232,63.0,235,918.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-02,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Boyer T.,57,121.0,989,491.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Gaston H.,57,84.0,989,751.0,2.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,O Connell C.,Jarry N.,87,58.0,735,965.0,6.0,2.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Diallo G.,36,81.0,1385,770.0,7.0,6.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Navone M.,90,61.0,655,925.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Dzumhur D.,Jianu F.C.,65,241.0,874,229.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Wawrinka S.,47,161.0,1205,355.0,4.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Eubanks C.,Nishikori K.,117,66.0,515,873.0,6.0,1.0,,,,,,,,,1.0,0.0,Retired
20,Houston,U.S.Men's Clay Court Championships,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,McDonald M.,33,100.0,1570,592.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed
