ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
20,Houston,U.S.Men's Clay Court Championships,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Kovacevic A.,Denolly C.,79,328.0,780,159.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,Garin C.,13,133.0,3070,439.0,2.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Kopriva V.,Sonego L.,106,38.0,576,1361.0,6.0,2.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Griekspoor T.,Carreno Busta P.,37,110.0,1370,568.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-03,ATP250,Outdoor,Clay,2nd Round,3,Bellucci M.,Herbert P.,71,169.0,842,335.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Borges N.,51,43.0,1051,1265.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Kopriva V.,57,106.0,989,576.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Griekspoor T.,Bellucci M.,37,71.0,1370,842.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Majchrzak K.,Muller A.,122,41.0,482,1304.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Paul T.,Smith C.,13,200.0,3070,284.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Brooksby J.,Kovacevic A.,507,79.0,77,780.0,2.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Nakashima B.,Eubanks C.,33,117.0,1570,515.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-04,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Walton A.,17,85.0,2525,746.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Fucsovics M.,O Connell C.,90,87.0,655,735.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Comesana F.,36,64.0,1385,890.0,7.0,6.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-04,ATP250,Outdoor,Clay,2nd Round,3,Michelsen A.,Mannarino A.,34,144.0,1445,409.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed
19,Bucharest,Tiriac Open,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Dzumhur D.,Martinez P.,65,47.0,874,1205.0,6.0,1.0,2.0,0.0,,,,,,,1.0,0.0,Retired
19,Bucharest,Tiriac Open,2025-04-04,ATP250,Outdoor,Clay,Quarterfinals,3,Cobolli F.,Misolic F.,45,232.0,1260,235.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-05,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Carballes Baena R.,57,51.0,989,1051.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-05,ATP250,Outdoor,Clay,Semifinals,3,Cobolli F.,Dzumhur D.,45,65.0,1260,874.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-05,ATP250,Outdoor,Clay,Semifinals,3,Baez S.,Fucsovics M.,36,90.0,1385,655.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-05,ATP250,Outdoor,Clay,Semifinals,3,Brooksby J.,Paul T.,507,13.0,77,3070.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Michelsen A.,17,34.0,2525,1445.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-05,ATP250,Outdoor,Clay,Semifinals,3,Griekspoor T.,Majchrzak K.,37,122.0,1370,482.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-06,Masters 1000,Outdoor,Clay,1st Round,3,Thompson J.,Mpetshi G.,38,30.0,1365,1644.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-06,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Arnaldi M.,164,40.0,354,1340.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-06,Masters 1000,Outdoor,Clay,1st Round,3,Vacherot V.,Struff J.L.,255,49.0,214,1120.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed
21,Marrakech,Grand Prix Hassan II,2025-04-06,ATP250,Outdoor,Clay,The Final,3,Darderi L.,Griekspoor T.,57,37.0,989,1370.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
19,Bucharest,Tiriac Open,2025-04-06,ATP250,Outdoor,Clay,The Final,3,Cobolli F.,Baez S.,45,36.0,1260,1385.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-06,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Nakashima B.,17,33.0,2525,1570.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
20,Houston,U.S.Men's Clay Court Championships,2025-04-06,ATP250,Outdoor,Clay,The Final,3,Brooksby J.,Tiafoe F.,507,17.0,77,2525.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Navone M.,34,70.0,1530,850.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Fognini F.,22,113.0,2075,544.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,Shelton B.,42,14.0,1305,2690.0,6.0,7.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Medvedev D.,Khachanov K.,11,25.0,3290,1950.0,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Bu Y.,16,67.0,2650,873.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Muller A.,Ugo Carabelli C.,39,63.0,1344,917.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Monfils G.,Marozsan F.,44,81.0,1255,775.0,4.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Lehecka J.,Korda S.,28,24.0,1745,2010.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Shapovalov D.,45,29.0,1200,1716.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,Wawrinka S.,32,163.0,1575,355.0,1.0,6.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Altmaier D.,Auger-Aliassime F.,84,19.0,763,2415.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,2nd Round,3,Draper J.,Giron M.,6,45.0,3780,1200.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Machac T.,Baez S.,21,33.0,2210,1540.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Thompson J.,8,38.0,3445,1365.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,2nd Round,3,Berrettini M.,Zverev A.,34,2.0,1530,7645.0,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Tiafoe F.,Kecmanovic M.,17,47.0,2525,1166.0,6.0,2.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Fils A.,Griekspoor T.,15,35.0,2670,1525.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Etcheverry T.,Moutet C.,46,75.0,1185,809.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Borges N.,Rune H.,43,12.0,1280,3270.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,Retired
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Nakashima B.,52,31.0,1049,1620.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Humbert U.,27,20.0,1760,2335.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Martinez P.,Sonego L.,51,41.0,1090,1336.0,6.0,4.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Jarry N.,18,58.0,2495,965.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-08,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,Lajovic D.,36,109.0,1500,570.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Muller A.,11,39.0,3290,1344.0,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Vacherot V.,18,255.0,2495,214.0,4.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Tabilo A.,Djokovic N.,32,5.0,1575,4510.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Bautista Agut R.,7,52.0,3765,1049.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,Machac T.,10,21.0,3335,2210.0,3.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Alcaraz C.,Cerundolo F.,3,22.0,6720,2075.0,3.0,6.0,6.0,0.0,6.0,1.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Popyrin A.,Tiafoe F.,27,17.0,1760,2525.0,3.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Fils A.,Cobolli F.,15,36.0,2670,1500.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Borges N.,Martinez P.,43,51.0,1280,1090.0,7.0,5.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Altmaier D.,Gasquet R.,84,164.0,763,354.0,7.0,5.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Lehecka J.,16,28.0,2650,1745.0,1.0,6.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Etcheverry T.,42,46.0,1305,1185.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Monfils G.,9,44.0,3440,1255.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Tabilo A.,18,32.0,2495,1575.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Borges N.,8,43.0,3445,1280.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,De Minaur A.,Medvedev D.,10,11.0,3335,3290.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Musetti L.,Berrettini M.,16,34.0,2650,1530.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Alcaraz C.,Altmaier D.,3,84.0,6720,763.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Davidovich Fokina A.,Draper J.,42,6.0,1305,3780.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Fils A.,Rublev A.,15,9.0,2670,3440.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-10,Masters 1000,Outdoor,Clay,3rd Round,3,Popyrin A.,Ruud C.,27,7.0,1760,3765.0,6.0,4.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Davidovich Fokina A.,Popyrin A.,42,27.0,1305,1760.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Fils A.,3,15.0,6720,2670.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,De Minaur A.,Dimitrov G.,10,18.0,3335,2495.0,6.0,0.0,6.0,0.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Musetti L.,Tsitsipas S.,16,8.0,2650,3445.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-12,Masters 1000,Outdoor,Clay,Semifinals,3,Musetti L.,De Minaur A.,16,10.0,2650,3335.0,1.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-12,Masters 1000,Outdoor,Clay,Semifinals,3,Alcaraz C.,Davidovich Fokina A.,3,42.0,6720,1305.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
22,Monte Carlo,Monte Carlo Masters,2025-04-13,Masters 1000,Outdoor,Clay,The Final,3,Alcaraz C.,Musetti L.,3,16.0,6720,2650.0,3.0,6.0,6.0,1.0,6.0,0.0,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Altmaier D.,Tseng C.H.,68,103.0,867,587.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Goffin D.,Harris B.,52,106.0,1021,576.0,6.0,2.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Rublev A.,De Jong J.,8,94.0,3490,622.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Shelton B.,Gojo B.,15,410.0,2700,116.0,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Rune H.,Ramos A.,13,234.0,3080,242.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Zverev A.,Muller A.,3,40.0,7595,1378.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Fearnley J.,Carballes Baena R.,74,55.0,820,1001.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Korda S.,Arnaldi M.,24,42.0,1970,1340.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Martinez P.,Nakashima B.,49,32.0,1130,1620.0,7.0,5.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Kecmanovic M.,Giron M.,48,45.0,1141,1240.0,6.0,2.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Medjedovic H.,Mpetshi G.,72,34.0,843,1579.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-14,ATP500,Outdoor,Clay,1st Round,3,Griekspoor T.,Tien L.,37,69.0,1485,865.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Bergs Z.,Bublik A.,50,78.0,1071,805.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Navone M.,Auger-Aliassime F.,70,19.0,865,2415.0,2.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Dedura-Palomero D.,Shapovalov D.,549,29.0,67,1726.0,7.0,6.0,3.0,0.0,,,,,,,1.0,0.0,Retired
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Humbert U.,Jarry N.,21,58.0,2145,965.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Cerundolo F.,Struff J.L.,22,51.0,2075,1030.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Marozsan F.,Engel J.,77,347.0,805,146.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Hanfmann Y.,Mensik J.,131,23.0,453,2032.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Bautista Agut R.,89,53.0,705,1019.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Darderi L.,O Connell C.,47,87.0,1154,745.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Shevchenko A.,Cobolli F.,104,36.0,585,1520.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Tsitsipas S.,Opelka R.,16,105.0,2645,579.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Djere L.,Rinderknech A.,80,75.0,797,815.0,6.0,7.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,De Minaur A.,Etcheverry T.,7,46.0,3535,1185.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Tiafoe F.,57,18.0,977,2550.0,2.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Alcaraz C.,Quinn E.,2,126.0,7720,475.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Norrie C.,27,88.0,1760,742.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,Wawrinka S.,30,162.0,1680,355.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Baez S.,Dzumhur D.,35,65.0,1540,899.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Fils A.,Carreno Busta P.,14,99.0,2820,607.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-15,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Galan D.E.,10,117.0,3215,521.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3,Fils A.,Martinez P.,14,49.0,2820,1130.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
23,Barcelona,Barcelona Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3,Rune H.,Baez S.,13,35.0,3080,1540.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed
23,Barcelona,Barcelona Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Korda S.,16,24.0,2645,1970.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
24,Munich,BMW Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3,Darderi L.,Kecmanovic M.,47,48.0,1154,1141.0,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
24,Munich,BMW Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3,Shelton B.,Van De Zandschulp B.,15,89.0,2700,705.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
